Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Weight Unit,Status
minimalist-cross-tee,,,,,,,,Color,Moss,Size,S,MINIMALISTCROSST-MOS-S,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
minimalist-cross-tee,,,,,,,,Color,Moss,Size,M,MINIMALISTCROSST-MOS-M,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
minimalist-cross-tee,,,,,,,,Color,Moss,Size,L,MINIMALISTCROSST-MOS-L,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
minimalist-cross-tee,,,,,,,,Color,Moss,Size,XL,MINIMALISTCROSST-MOS-XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
minimalist-cross-tee,,,,,,,,Color,Moss,Size,2XL,MINIMALISTCROSST-MOS-2XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
grace-script-tee,Grace — Script Tee,"<p>The word that defines everything, set in elegant single-weight script. Minimalist, premium, endlessly wearable. Ephesians 2:8.</p>",MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Minimalist Faith, Christian, faith apparel, Bella+Canvas 3001, new",TRUE,Color,Black,Size,S,GRACESCRIPTTEE-BLA-S,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Black,Size,M,GRACESCRIPTTEE-BLA-M,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Black,Size,L,GRACESCRIPTTEE-BLA-L,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Black,Size,XL,GRACESCRIPTTEE-BLA-XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Black,Size,2XL,GRACESCRIPTTEE-BLA-2XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Ivory,Size,S,GRACESCRIPTTEE-IVO-S,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Ivory,Size,M,GRACESCRIPTTEE-IVO-M,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Ivory,Size,L,GRACESCRIPTTEE-IVO-L,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Ivory,Size,XL,GRACESCRIPTTEE-IVO-XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Ivory,Size,2XL,GRACESCRIPTTEE-IVO-2XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Clay,Size,S,GRACESCRIPTTEE-CLA-S,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Clay,Size,M,GRACESCRIPTTEE-CLA-M,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Clay,Size,L,GRACESCRIPTTEE-CLA-L,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Clay,Size,XL,GRACESCRIPTTEE-CLA-XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
grace-script-tee,,,,,,,,Color,Clay,Size,2XL,GRACESCRIPTTEE-CLA-2XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
beloved-tee,Beloved — Garment-Dyed Tee,"<p>You are beloved. A soft serif statement of identity in Christ on heavyweight, garment-dyed cotton with a lived-in, washed feel.</p>",MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Minimalist Faith, Christian, faith apparel, Comfort Colors, new",TRUE,Color,Bone,Size,S,BELOVEDTEE-BON-S,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Bone,Size,M,BELOVEDTEE-BON-M,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Bone,Size,L,BELOVEDTEE-BON-L,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Bone,Size,XL,BELOVEDTEE-BON-XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Bone,Size,2XL,BELOVEDTEE-BON-2XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Blue Jean,Size,S,BELOVEDTEE-BLU-S,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Blue Jean,Size,M,BELOVEDTEE-BLU-M,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Blue Jean,Size,L,BELOVEDTEE-BLU-L,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Blue Jean,Size,XL,BELOVEDTEE-BLU-XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Blue Jean,Size,2XL,BELOVEDTEE-BLU-2XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Moss,Size,S,BELOVEDTEE-MOS-S,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Moss,Size,M,BELOVEDTEE-MOS-M,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Moss,Size,L,BELOVEDTEE-MOS-L,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Moss,Size,XL,BELOVEDTEE-MOS-XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
beloved-tee,,,,,,,,Color,Moss,Size,2XL,BELOVEDTEE-MOS-2XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
pray-on-it-tee,Pray On It — Tonal Tee,"<p>A gentle reminder and a quiet praying-hands line icon, printed tone-on-tone. Aesthetic faith for everyday wear.</p>",MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Minimalist Faith, Christian, faith apparel, Bella+Canvas 3001, new",TRUE,Color,Black,Size,S,PRAYONITTEE-BLA-S,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Black,Size,M,PRAYONITTEE-BLA-M,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Black,Size,L,PRAYONITTEE-BLA-L,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Black,Size,XL,PRAYONITTEE-BLA-XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Black,Size,2XL,PRAYONITTEE-BLA-2XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,White,Size,S,PRAYONITTEE-WHI-S,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,White,Size,M,PRAYONITTEE-WHI-M,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,White,Size,L,PRAYONITTEE-WHI-L,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,White,Size,XL,PRAYONITTEE-WHI-XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,White,Size,2XL,PRAYONITTEE-WHI-2XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Pistachio,Size,S,PRAYONITTEE-PIS-S,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Pistachio,Size,M,PRAYONITTEE-PIS-M,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Pistachio,Size,L,PRAYONITTEE-PIS-L,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Pistachio,Size,XL,PRAYONITTEE-PIS-XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
pray-on-it-tee,,,,,,,,Color,Pistachio,Size,2XL,PRAYONITTEE-PIS-2XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
philippians-413-tee,Philippians 4:13 — Reference Tee,<p>Just the reference. The conversation starter. “I can do all things through Christ who strengthens me.” Minimal type on premium cotton.</p>,MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Minimalist Faith, Christian, faith apparel, Bella+Canvas 3001, new",TRUE,Color,Black,Size,S,PHILIPPIANS413TE-BLA-S,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Black,Size,M,PHILIPPIANS413TE-BLA-M,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Black,Size,L,PHILIPPIANS413TE-BLA-L,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Black,Size,XL,PHILIPPIANS413TE-BLA-XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Black,Size,2XL,PHILIPPIANS413TE-BLA-2XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Vintage White,Size,S,PHILIPPIANS413TE-VIN-S,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Vintage White,Size,M,PHILIPPIANS413TE-VIN-M,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Vintage White,Size,L,PHILIPPIANS413TE-VIN-L,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Vintage White,Size,XL,PHILIPPIANS413TE-VIN-XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
philippians-413-tee,,,,,,,,Color,Vintage White,Size,2XL,PHILIPPIANS413TE-VIN-2XL,shopify,deny,manual,40.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,Faith Over Fear — Vintage Tee,"<p>The classic, reimagined. Bold stacked type with a soft vintage print on garment-dyed heavyweight cotton.</p>",MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Scripture & Verse, Christian, faith apparel, Comfort Colors, new",TRUE,Color,Black,Size,S,FAITHOVERFEARTE-BLA-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Black,Size,M,FAITHOVERFEARTE-BLA-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Black,Size,L,FAITHOVERFEARTE-BLA-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Black,Size,XL,FAITHOVERFEARTE-BLA-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Black,Size,2XL,FAITHOVERFEARTE-BLA-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Sand,Size,S,FAITHOVERFEARTE-SAN-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Sand,Size,M,FAITHOVERFEARTE-SAN-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Sand,Size,L,FAITHOVERFEARTE-SAN-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Sand,Size,XL,FAITHOVERFEARTE-SAN-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Sand,Size,2XL,FAITHOVERFEARTE-SAN-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Navy,Size,S,FAITHOVERFEARTE-NAV-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Navy,Size,M,FAITHOVERFEARTE-NAV-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Navy,Size,L,FAITHOVERFEARTE-NAV-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Navy,Size,XL,FAITHOVERFEARTE-NAV-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
faith-over-fear-tee,,,,,,,,Color,Navy,Size,2XL,FAITHOVERFEARTE-NAV-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,Be Still — Psalm 46:10 Tee,"<p>“Be still, and know that I am God.” Calm serif type with a fine underline rule. A daily exhale.</p>",MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Scripture & Verse, Christian, faith apparel, Bella+Canvas 3001, new",TRUE,Color,Ivory,Size,S,BESTILLPSALM46-IVO-S,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Ivory,Size,M,BESTILLPSALM46-IVO-M,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Ivory,Size,L,BESTILLPSALM46-IVO-L,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Ivory,Size,XL,BESTILLPSALM46-IVO-XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Ivory,Size,2XL,BESTILLPSALM46-IVO-2XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Moss,Size,S,BESTILLPSALM46-MOS-S,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Moss,Size,M,BESTILLPSALM46-MOS-M,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Moss,Size,L,BESTILLPSALM46-MOS-L,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Moss,Size,XL,BESTILLPSALM46-MOS-XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Moss,Size,2XL,BESTILLPSALM46-MOS-2XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Blue Jean,Size,S,BESTILLPSALM46-BLU-S,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Blue Jean,Size,M,BESTILLPSALM46-BLU-M,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Blue Jean,Size,L,BESTILLPSALM46-BLU-L,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Blue Jean,Size,XL,BESTILLPSALM46-BLU-XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
be-still-psalm-46-tee,,,,,,,,Color,Blue Jean,Size,2XL,BESTILLPSALM46-BLU-2XL,shopify,deny,manual,42.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,Saved by Grace — Ephesians 2:8 Tee,"<p>The gospel in three words, set in modern condensed type. For by grace you have been saved, through faith.</p>",MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Scripture & Verse, Christian, faith apparel, Bella+Canvas 3001, new",TRUE,Color,Black,Size,S,SAVEDBYGRACETEE-BLA-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Black,Size,M,SAVEDBYGRACETEE-BLA-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Black,Size,L,SAVEDBYGRACETEE-BLA-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Black,Size,XL,SAVEDBYGRACETEE-BLA-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Black,Size,2XL,SAVEDBYGRACETEE-BLA-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,White,Size,S,SAVEDBYGRACETEE-WHI-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,White,Size,M,SAVEDBYGRACETEE-WHI-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,White,Size,L,SAVEDBYGRACETEE-WHI-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,White,Size,XL,SAVEDBYGRACETEE-WHI-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,White,Size,2XL,SAVEDBYGRACETEE-WHI-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Olive,Size,S,SAVEDBYGRACETEE-OLI-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Olive,Size,M,SAVEDBYGRACETEE-OLI-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Olive,Size,L,SAVEDBYGRACETEE-OLI-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Olive,Size,XL,SAVEDBYGRACETEE-OLI-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
saved-by-grace-tee,,,,,,,,Color,Olive,Size,2XL,SAVEDBYGRACETEE-OLI-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,Walk by Faith — 2 Corinthians 5:7 Tee,"<p>Vintage varsity-arc type on garment-dyed cotton. “We walk by faith, not by sight.” A gifting and group favorite.</p>",MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Scripture & Verse, Christian, faith apparel, Comfort Colors, new",TRUE,Color,Sand,Size,S,WALKBYFAITHTEE-SAN-S,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Sand,Size,M,WALKBYFAITHTEE-SAN-M,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Sand,Size,L,WALKBYFAITHTEE-SAN-L,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Sand,Size,XL,WALKBYFAITHTEE-SAN-XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Sand,Size,2XL,WALKBYFAITHTEE-SAN-2XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Black,Size,S,WALKBYFAITHTEE-BLA-S,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Black,Size,M,WALKBYFAITHTEE-BLA-M,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Black,Size,L,WALKBYFAITHTEE-BLA-L,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Black,Size,XL,WALKBYFAITHTEE-BLA-XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Black,Size,2XL,WALKBYFAITHTEE-BLA-2XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Navy,Size,S,WALKBYFAITHTEE-NAV-S,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Navy,Size,M,WALKBYFAITHTEE-NAV-M,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Navy,Size,L,WALKBYFAITHTEE-NAV-L,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Navy,Size,XL,WALKBYFAITHTEE-NAV-XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
walk-by-faith-tee,,,,,,,,Color,Navy,Size,2XL,WALKBYFAITHTEE-NAV-2XL,shopify,deny,manual,46.00,,TRUE,TRUE,lb,active
mercies-new-tee,His Mercies Are New — Lamentations 3:23 Tee,<p>New every morning. Verse type paired with a fine-line rising-sun motif. Great is His faithfulness.</p>,MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Scripture & Verse, Christian, faith apparel, Bella+Canvas 3001, new",TRUE,Color,Ivory,Size,S,MERCIESNEWTEE-IVO-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Ivory,Size,M,MERCIESNEWTEE-IVO-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Ivory,Size,L,MERCIESNEWTEE-IVO-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Ivory,Size,XL,MERCIESNEWTEE-IVO-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Ivory,Size,2XL,MERCIESNEWTEE-IVO-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Clay,Size,S,MERCIESNEWTEE-CLA-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Clay,Size,M,MERCIESNEWTEE-CLA-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Clay,Size,L,MERCIESNEWTEE-CLA-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Clay,Size,XL,MERCIESNEWTEE-CLA-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Clay,Size,2XL,MERCIESNEWTEE-CLA-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Pistachio,Size,S,MERCIESNEWTEE-PIS-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Pistachio,Size,M,MERCIESNEWTEE-PIS-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Pistachio,Size,L,MERCIESNEWTEE-PIS-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Pistachio,Size,XL,MERCIESNEWTEE-PIS-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
mercies-new-tee,,,,,,,,Color,Pistachio,Size,2XL,MERCIESNEWTEE-PIS-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
psalm-23-tee,The Lord Is My Shepherd — Psalm 23 Tee,"<p>Editorial serif, centered full-front. The most beloved psalm, designed to feel like a luxury piece.</p>",MWFaith,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirt,"Scripture & Verse, Christian, faith apparel, Bella+Canvas 3001, new",TRUE,Color,Black,Size,S,PSALM23TEE-BLA-S,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
psalm-23-tee,,,,,,,,Color,Black,Size,M,PSALM23TEE-BLA-M,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
psalm-23-tee,,,,,,,,Color,Black,Size,L,PSALM23TEE-BLA-L,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
psalm-23-tee,,,,,,,,Color,Black,Size,XL,PSALM23TEE-BLA-XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
psalm-23-tee,,,,,,,,Color,Black,Size,2XL,PSALM23TEE-BLA-2XL,shopify,deny,manual,44.00,,TRUE,TRUE,lb,active
